phylum	sub_phylum	class	order	family	genus	species	subspecies	Common Name	c_value	raw_C_value	Chrom num	Method	Cell type	Std sp	References	References
Arthropoda	Hexapoda	Insecta	Odonata	Coenagrionidae	Nehalennia	integricollis		Southern sprite damselfly	1.53	1.53		FIA	S	DM	Ardila-Garcia, A.M. and T.R. Gregory (2009). An exploration of genome size diversity in dragonflies and damselflies (Insecta: Odonata). Journal of Zoology 278: 163-173.	
Arthropoda	Hexapoda	Insecta	Odonata	Corduliidae	Cordulia	shurtleffi		American emerald dragonfly	1.54	1.54	26.00	FIA	HE	TM	Ardila-Garcia, A.M. and T.R. Gregory (2009). An exploration of genome size diversity in dragonflies and damselflies (Insecta: Odonata). Journal of Zoology 278: 163-173.	
Arthropoda	Hexapoda	Insecta	Orthoptera	Gryllidae	Hadenoecus	subterraneus		Cave cricket	1.55	1.55		FD	HE	GD, OM	Rasch, E.M. and R.W. Rasch (1981). Cytophotometric determination of genome size for two species of cave crickets (Orthoptera, Rhaphidophoridae). Journal of Histochemistry and Cytochemistry 29: 885.	Rasch, E.M. (1985). DNA "standards" and the range of accurate DNA estimates by Feulgen absorption microspectrophotometry. In: Advances in Microscopy, edited by R.R. Cowden and S.H. Harrison. Alan R. Liss, New York, pp.137-166.
Arthropoda	Hexapoda	Insecta	Isoptera	Kalotermitidae	Glyptotermes	fuscus		Termite	1.56	1.56		FIA	HE	DM	Koshikawa, S., S. Miyazaki, R. Cornette, T. Matsumoto, and T. Miura (2008). Genome size of termites (Insecta, Dictyoptera, Isoptera) and wood roaches (Insecta, Dictyoptera, Cryptocercidae). Naturwissenschaften 95: 859-867.	
Arthropoda	Hexapoda	Insecta	Odonata	Aeshnidae	Aeshna	verticalis		Green-striped darner dragonfly	1.59	1.59		FIA	S	DM	Ardila-Garcia, A.M. and T.R. Gregory (2009). An exploration of genome size diversity in dragonflies and damselflies (Insecta: Odonata). Journal of Zoology 278: 163-173.	
Arthropoda	Hexapoda	Insecta	Odonata	Aeshnidae	Aeshna	coerulea		Dragonfly	1.60	1.60		BCA	INT	NS	Petrov, N.B. and V.V. Aleshin (1983). Heterogeneity and homology of the repetitive and unique DNA sequences of dragonflies (Odonata, Insecta). Molecular Biology 17: 277-286.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Chrysomelidae	Cassida	vittata		Tortoise beetle	1.61	1.61	20.00	FD	S	TC	Petitpierre, E., C. Segarra, and C. Juan (1993). Genome size and chromosomal evolution in leaf beetles (Coleoptera, Chrysomelidae). Hereditas 119: 1-6.	
Arthropoda	Hexapoda	Insecta	Isoptera	Termitidae	Nasutitermes	takasagoensis		Termite	1.68	1.68		FIA	HE	DM	Koshikawa, S., S. Miyazaki, R. Cornette, T. Matsumoto, and T. Miura (2008). Genome size of termites (Insecta, Dictyoptera, Isoptera) and wood roaches (Insecta, Dictyoptera, Cryptocercidae). Naturwissenschaften 95: 859-867.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Trogidae	Omorgus	suberosus		Hide beetle	1.69	1.69		FCM	BR	DV	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Hemiptera	Reduviidae	Triatoma	infestans		Kissing bug	1.70	1.70	44.00	FCM	TS	HS	Panzera, F., J.P. Dujardin, P. Nicolini, M.N. Caraccio, V. Rose, T. Tellez, H. Bermúdez, M.D. Bargues, S. Mas-Coma, J.E. O'Connor, and R. Pérez. 2004. Genomic changes of chagas disease vector, South America. Emerging Infectious Diseases 10: 438-446.	
Arthropoda	Hexapoda	Insecta	Odonata	Cordulegastridae	Cordulegaster	coronatus		Dragonfly	1.70	1.70		BCA	INT	NS	Petrov, N.B. and V.V. Aleshin (1983). Heterogeneity and homology of the repetitive and unique DNA sequences of dragonflies (Odonata, Insecta). Molecular Biology 17: 277-286.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Coccinellidae	Exochomus	quadripustulatus		Ladybird beetle	1.71	1.71		FIA	HE	TM	Gregory, T.R., O. Nedved, and S.J. Adamowicz (2003). C-value estimates for 31 species of ladybird beetles (Coleoptera: Coccinellidae). Hereditas 139: 121-127.	
Arthropoda	Hexapoda	Insecta	Orthoptera	Gryllidae	Oecanthus	niveus		Narrow-winged tree cricket	1.71	1.71		FCM	BR	DV	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Hydrochara	sp.		Water scavenger beetle	1.76	1.76		FCM	BR	DM	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Odonata	Aeshnidae	Aeshna	constricta		Lance-tipped darner dragonfly	1.76	1.76		FIA	S	DM	Ardila-Garcia, A.M. and T.R. Gregory (2009). An exploration of genome size diversity in dragonflies and damselflies (Insecta: Odonata). Journal of Zoology 278: 163-173.	
Arthropoda	Hexapoda	Insecta	Odonata	Aeshnidae	Aeshna	tuberculifera		Black-tipped darner dragonfly	1.78	1.78		FIA	S	DM	Ardila-Garcia, A.M. and T.R. Gregory (2009). An exploration of genome size diversity in dragonflies and damselflies (Insecta: Odonata). Journal of Zoology 278: 163-173.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Chrysomelidae	Sphaeroderma	testaceum		Leaf beetle	1.79	1.79	52.00	FD	S	TC	Petitpierre, E., C. Segarra, and C. Juan (1993). Genome size and chromosomal evolution in leaf beetles (Coleoptera, Chrysomelidae). Hereditas 119: 1-6.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Cerambycidae	Enaphalodes	atomarius		Long-horned beetle	1.80	1.80		FCM	BR	DV	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Cerambycidae	Mallodon	dasystomus		Hardwood stump borer	1.80	1.80		FCM	BR	DV	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Hemiptera	Reduviidae	Triatoma	delpontei		Kissing bug	1.80	1.80		FD	NS	AC	Panzera, F., R. Perez, Y. Panzera, F. Alvarez, E. Scvortzoff, and R. Salvatella (1995). Karyotype evolution in holocentric chromosomes of three related species of triatomines (Hemiptera-Reduviidae). Chromosome Research 3: 143-150.	
Arthropoda	Hexapoda	Insecta	Odonata	Coenagrionidae	Nehalennia	irene		Sedge sprite damselfly	1.80	1.80	28.00	FIA	S	DM	Ardila-Garcia, A.M. and T.R. Gregory (2009). An exploration of genome size diversity in dragonflies and damselflies (Insecta: Odonata). Journal of Zoology 278: 163-173.	
Arthropoda	Hexapoda	Insecta	Odonata	Corduliidae	Somatochlora	williamsoni		Williamsons emerald dragonfly	1.80	1.80		FIA	S	DM	Ardila-Garcia, A.M. and T.R. Gregory (2009). An exploration of genome size diversity in dragonflies and damselflies (Insecta: Odonata). Journal of Zoology 278: 163-173.	
Arthropoda	Hexapoda	Insecta	Odonata	Aeshnidae	Rhionaeschna	bonariensis		Dragonfly	1.81	1.81	26.00	FD	S	GD	Mola, L.M. and A.G. Papeschi (1994). Karyotype evolution in Aeshna (Aeshnidae, Odonata). Hereditas 121: 185-189.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Cerambycidae	Eburia	haldemani		Long-horned beetle	1.85	1.85		FCM	BR	DV	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Odonata	Aeshnidae	Aeshna	eremita		Lake darner dragonfly	1.85	1.85		FIA	S	DM	Ardila-Garcia, A.M. and T.R. Gregory (2009). An exploration of genome size diversity in dragonflies and damselflies (Insecta: Odonata). Journal of Zoology 278: 163-173.	
Arthropoda	Hexapoda	Insecta	Isoptera	Kalotermitidae	Neotermes	koshunensis		Termite	1.87	1.87		FIA	HE	DM	Koshikawa, S., S. Miyazaki, R. Cornette, T. Matsumoto, and T. Miura (2008). Genome size of termites (Insecta, Dictyoptera, Isoptera) and wood roaches (Insecta, Dictyoptera, Cryptocercidae). Naturwissenschaften 95: 859-867.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Callirhipidae	Zenoa	picea		Cedar beetle	1.88	1.88		FCM	BR	DV	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Zoraptera	Zorotypidae	Zorotypus	hubbardi		Zorapteran	1.89	1.89		FCM	BR	GD	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Diptera	Culicidae	Aedes	zoosophus		Mosquito	1.90	1.90	6.00	FD	S	GD	Rao, P.N. and K.S. Rai (1987). Inter and intraspecific variation in nuclear DNA content in Aedes mosquitoes. Heredity 59: 253-258.	
Arthropoda	Hexapoda	Insecta	Isoptera	Termitidae	Pericapritermes	nitobei		Termite	1.90	1.90		FIA	HE	DM	Koshikawa, S., S. Miyazaki, R. Cornette, T. Matsumoto, and T. Miura (2008). Genome size of termites (Insecta, Dictyoptera, Isoptera) and wood roaches (Insecta, Dictyoptera, Cryptocercidae). Naturwissenschaften 95: 859-867.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Cerambycidae	Archodontes	melanopus		Live oak root borer	1.92	1.92		FCM	BR	DV	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Hemiptera	Belostomatidae	Belostoma	dentatum		Water bug	1.93	1.93		NS	NS	NS	Petitpierre, E. (1996). Molecular cytogenetics and taxonomy of insects, with particular reference to the Coleoptera. International Journal of Insect Morphology & Embryology 25: 115-133.	
Arthropoda	Hexapoda	Insecta	Orthoptera	Gryllidae	Laupala	cerasina		Hawaiian cricket	1.93	1.93		FCM	BR	GD	Petrov, D.A., T.A. Sangster, J.S. Johnston, D.L. Hartl, and K.L. Shaw (2000). Evidence for DNA loss as a determinant of genome size. Science 287: 1060-1062.	
Arthropoda	Hexapoda	Insecta	Lepidoptera	Geometridae	Euchlaena	irraria		Least-marked Euchlaena	1.94	1.94		FIA	S	DM	Gregory, T.R. and P.D.N. Hebert (2003).  Genome size variation in lepidopteran insects.  Canadian Journal of Zoology 81: 1399-1405.	
Arthropoda	Hexapoda	Insecta	Phasmida	Phasmatidae	Bacillus	rossius	redtenbacheri	Stick insect, male	1.95	1.95	35.00	FCM	MG	MM	Marescalchi, O., V. Scali, and M. Zuccotti (1990). Genome size in parental and hybrid species of Bacillus (Insecta, Phasmatodea) from southeastern Sicily: a flow cytometric analysis. Genome 33: 789-793.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Chrysomelidae	Podagrica	fuscicornis		Leaf beetle	1.98	1.98	40.00	FD	S	TC	Petitpierre, E., C. Segarra, and C. Juan (1993). Genome size and chromosomal evolution in leaf beetles (Coleoptera, Chrysomelidae). Hereditas 119: 1-6.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Dermestidae	Dermestes	peruvianus		Larder beetle	1.98	1.98	34.00	BCA	WB	NS	Rees, R.W., D.P. Fox, and E.P. Maher (1976). DNA content, reiteration and satellites in Dermestes. In: Current Chromosome Research, edited by K. Jones and P.E. Brandham. Elsevier North-Holland Biomedical Press, Amsterdam, Netherlands, pp.33-41.	
Arthropoda	Hexapoda	Insecta	Hemiptera	Reduviidae	Triatoma	infestans		Kissing bug ("Andean population")	1.98	1.98	44.00	FCM	TS	HS	Bargues, M.D., D.R. Klisiowicz, F. Panzera, F. Noireau, A. Marcilla, R. Perez, M.G. Rojas, J.E. O'Connor, F. Gonzalez-Candelas, C. Galvao, J. Jurberg, R.U. Carcavallo, J.P. Dujardin, and S. Mas-Coma (2006). Origin and phylogeography of the Chagas disease	
Arthropoda	Hexapoda	Insecta	Blattaria	Blattellidae	Blattella	germanica		German cockroach	2.00	2.00		FD	S	MD	Bier, K. and W. Müller (1969). DNA-Messungen bei Insekten und eine Hypothese über retardierte Evolution und besonderen DNA-Reichtum in Tierreich. Biologisches Zentralblatt 88: 425-449.	
Arthropoda	Hexapoda	Insecta	Odonata	Aeshnidae	Aeshna	umbrosa		Shadow darner dragonfly	2.00	2.00	28.00	FIA	S	DM	Ardila-Garcia, A.M. and T.R. Gregory (2009). An exploration of genome size diversity in dragonflies and damselflies (Insecta: Odonata). Journal of Zoology 278: 163-173.	
Arthropoda	Hexapoda	Insecta	Orthoptera	Gryllidae	Acheta	domesticus		House cricket	2.00	2.00	12.00	FD	HE	GD, OM	Rasch, E.M. (1985). DNA "standards" and the range of accurate DNA estimates by Feulgen absorption microspectrophotometry. In: Advances in Microscopy, edited by R.R. Cowden and S.H. Harrison. Alan R. Liss, New York, pp.137-166.	
Arthropoda	Hexapoda	Insecta	Orthoptera	Gryllidae	Acheta	domesticus		House cricket	2.00	2.00		FD	OV, TS	MM, HS	Lima-de-Faria, A., T. Gustafsson, and H. Jaworska (1973). Amplification of ribosomal DNA in Acheta. II. The number of nucleotide pairs of the chromosomes and chromomeres involved in amplification. Hereditas 73: 119-142.	
Arthropoda	Hexapoda	Insecta	Orthoptera	Gryllidae	Acheta	domesticus		House cricket	2.00	2.00		FCM	BR	DM	T.R. Gregory. Unpublished Data	
Arthropoda	Hexapoda	Insecta	Orthoptera	Gryllidae	Acheta	domesticus		House cricket	2.00	2.00		FIA	HE	GD	T.R. Gregory. Unpublished Data	
Arthropoda	Hexapoda	Insecta	Orthoptera	Gryllidae	Gryllus	pennsylvanicus		Field cricket	2.00	2.00	22.00	FD	HE	GD, OM	Rasch, E.M. (1985). DNA "standards" and the range of accurate DNA estimates by Feulgen absorption microspectrophotometry. In: Advances in Microscopy, edited by R.R. Cowden and S.H. Harrison. Alan R. Liss, New York, pp.137-166.	
Arthropoda	Hexapoda	Insecta	Mecoptera	Panorpidae	Panorpa	nuptialis		Orange-banded black scorpionfly	2.06	2.06		FCM	BR	DV	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Orthoptera	Gryllidae	Gryllus	pennsylvanicus		Field cricket	2.06	2.06		FD	S	MD	Bier, K. and W. Müller (1969). DNA-Messungen bei Insekten und eine Hypothese über retardierte Evolution und besonderen DNA-Reichtum in Tierreich. Biologisches Zentralblatt 88: 425-449.	
Arthropoda	Hexapoda	Insecta	Odonata	Aeshnidae	Rhionaeschna	planaltica		Dragonfly	2.08	2.08	26.00	FD	S	GD	Mola, L.M. and A.G. Papeschi (1994). Karyotype evolution in Aeshna (Aeshnidae, Odonata). Hereditas 121: 185-189.	
Arthropoda	Hexapoda	Insecta	Blattaria	Blatellidae	Blatella	nipponica		Wood roach	2.13	2.13		FIA	HE	DM	Koshikawa, S., S. Miyazaki, R. Cornette, T. Matsumoto, and T. Miura (2008). Genome size of termites (Insecta, Dictyoptera, Isoptera) and wood roaches (Insecta, Dictyoptera, Cryptocercidae). Naturwissenschaften 95: 859-867.	
Arthropoda	Hexapoda	Insecta	Phasmida	Phasmatidae	Bacillus	grandii	grandii	Stick insect, male	2.16	2.16	33.00	FCM	MG	MM	Marescalchi, O., V. Scali, and M. Zuccotti (1990). Genome size in parental and hybrid species of Bacillus (Insecta, Phasmatodea) from southeastern Sicily: a flow cytometric analysis. Genome 33: 789-793.	
Arthropoda	Hexapoda	Insecta	Odonata	Aeshnidae	Rhionaeschna	confusa		Darner dragonfly	2.16	2.16	27.00	FD	S	GD	Mola, L.M. and A.G. Papeschi (1994). Karyotype evolution in Aeshna (Aeshnidae, Odonata). Hereditas 121: 185-189.	
Arthropoda	Hexapoda	Insecta	Phasmida	Phasmatidae	Bacillus	rossius	redtenbacheri	Stick insect, female	2.17	2.17	36.00	FCM	MG	MM	Marescalchi, O., V. Scali, and M. Zuccotti (1990). Genome size in parental and hybrid species of Bacillus (Insecta, Phasmatodea) from southeastern Sicily: a flow cytometric analysis. Genome 33: 789-793.	
Arthropoda	Hexapoda	Insecta	Odonata	Aeshnidae	Aeshna	canadensis		Canada darner dragonfly	2.20	2.20	28.00	FIA	S	DM	Ardila-Garcia, A.M. and T.R. Gregory (2009). An exploration of genome size diversity in dragonflies and damselflies (Insecta: Odonata). Journal of Zoology 278: 163-173.	
Arthropoda	Hexapoda	Insecta	Phasmida	Phasmatidae	Bacillus	atticus	caprai	Stick insect	2.23	2.23	34.00	FCM	MG	MM	Marescalchi, O., V. Scali, and M. Zuccotti (1990). Genome size in parental and hybrid species of Bacillus (Insecta, Phasmatodea) from southeastern Sicily: a flow cytometric analysis. Genome 33: 789-793.	
Arthropoda	Hexapoda	Insecta	Phasmida	Phasmatidae	Bacillus	whitei		Stick insect	2.27	2.27	35.00	FCM	MG	MM	Marescalchi, O., V. Scali, and M. Zuccotti (1990). Genome size in parental and hybrid species of Bacillus (Insecta, Phasmatodea) from southeastern Sicily: a flow cytometric analysis. Genome 33: 789-793.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Phengodidae	Phengodes	fuscipes		Glowworm beetle	2.28	2.28		FCM	BR	DV	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Phasmida	Phasmatidae	Bacillus	atticus	atticus	Stick insect	2.30	2.30	34.00	FCM	MG	MM	Marescalchi, O., V. Scali, and M. Zuccotti (1998). Flow-cytometric analyses of intraspecific genome size variations in Bacillus atticus (Insecta, Phasmatodea). Genome 41: 629-635.	
Arthropoda	Hexapoda	Insecta	Odonata	Corduliidae	Somatochlora	elongata		Ski-tailed emerald dragonfly	2.36	2.36		FIA	HE	TM	Ardila-Garcia, A.M. and T.R. Gregory (2009). An exploration of genome size diversity in dragonflies and damselflies (Insecta: Odonata). Journal of Zoology 278: 163-173.	
Arthropoda	Hexapoda	Insecta	Orthoptera	Gryllidae	Acheta	domesticus		House cricket	2.38	2.38		FIA	HE	DM	Koshikawa, S., S. Miyazaki, R. Cornette, T. Matsumoto, and T. Miura (2008). Genome size of termites (Insecta, Dictyoptera, Isoptera) and wood roaches (Insecta, Dictyoptera, Cryptocercidae). Naturwissenschaften 95: 859-867.	
Arthropoda	Hexapoda	Insecta	Phasmida	Phasmatidae	Bacillus	atticus	cyprius	Stick insect	2.45	2.45	34.00	FCM	MG	MM	Marescalchi, O., V. Scali, and M. Zuccotti (1998). Flow-cytometric analyses of intraspecific genome size variations in Bacillus atticus (Insecta, Phasmatodea). Genome 41: 629-635.	
Arthropoda	Hexapoda	Insecta	Archaeognatha	Machilidae	Machilis	fuscistylis		Jumping bristetail	2.49	2.49		FCM	MC	BEP	Gassner, M., T. Dejaco, P. Schonswetter, F. Marec, W. Arthofer, B.C. Schlick-Steiner, and F.M. Steiner (2014). Extensive variation in chromosome number and genome size in sexual and parthenogenetic species of the jumping-bristletail genus Machilis (Archae	
Arthropoda	Hexapoda	Insecta	Coleoptera	Elateridae	Mulsanteus	sp.		Click beetle	2.54	2.54		FCM	BR	DV	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Phasmida	Heteronemiidae	Diapheromera	femorata		Northern walkingstick	2.55	2.55	0-0	FIA	HE, S	GD	Gregory, T.R. (2002a). Genome size of the northern walkingstick, Diapheromera femorata (Phasmida: Heteronemiidae).  Canadian Journal of Zoology 80: 1303-1305.	
Arthropoda	Hexapoda	Insecta	Archaeognatha	Machilidae	Machilis	helleri		Jumping bristetail	2.57	2.57		FCM	MC	BEP	Gassner, M., T. Dejaco, P. Schonswetter, F. Marec, W. Arthofer, B.C. Schlick-Steiner, and F.M. Steiner (2014). Extensive variation in chromosome number and genome size in sexual and parthenogenetic species of the jumping-bristletail genus Machilis (Archae	
Arthropoda	Hexapoda	Insecta	Phasmida	Phasmatidae	Bacillus	grandii	grandii	Stick insect, female	2.61	2.61	34.00	FCM	MG	MM	Marescalchi, O., V. Scali, and M. Zuccotti (1990). Genome size in parental and hybrid species of Bacillus (Insecta, Phasmatodea) from southeastern Sicily: a flow cytometric analysis. Genome 33: 789-793.	
Arthropoda	Hexapoda	Insecta	Orthoptera	Tridactylidae	Unknown	sp.		Pygmy mole cricket	2.63	2.63		FCM	BR	DV	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Dytiscidae	Cybister	fimbriolatus		Predaceous diving beetle	2.64	2.64		FCM	BR	DV	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Hemiptera	Aphrophoridae	Philaenus	spumarius		Meadow spittlebug	2.64	2.64		FCM	BR	SL	Rodrigues, A.S.B., S.E. Silva, F. Pina-Martins, J. Loureiro, M. Castro, K. Gharbi, K.P. Johnson, C.H. Dietrich, P.A.V. Borges, J.A. Quartau, C.D. Jiggins, O.S. Paulo, and S.G. Seabra (2016). Assessing genotype-phenotype associations in three dorsal colour	
Arthropoda	Hexapoda	Insecta	Embiidina	Oligotomidae	Oligotoma	saundersii		Webspinner	2.66	2.66		FCM	BR	DV	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Orthoptera	Gryllidae	Gryllus	pennsylvanicus		Field cricket	2.68	2.68		NS	NS	NS	Petitpierre, E. (1996). Molecular cytogenetics and taxonomy of insects, with particular reference to the Coleoptera. International Journal of Insect Morphology & Embryology 25: 115-133.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Scarabeidae	Rhizotrogus	lepidus		Chafer	2.71	2.71		FD	S	TC	Bosch, R., A. Alvarez-Fuster,  C. Juan, and E. Petitpierre (1989).  Nuclear DNA contents in four species of Scaraboidea (Coleoptera) from the Balearic Islands.  Abstracts Volume, International Congress of Coleopterology, Barcelona, Sept. 18-23, p.95.	
Arthropoda	Hexapoda	Insecta	Blattaria	Blattidae	Periplaneta	americana		American cockroach	2.72	2.72		FD	HE	GD, OM	E.M. Rasch. Unpublished Data	
Arthropoda	Hexapoda	Insecta	Orthoptera	Tettigoniidae	Conocephalus	sp.		Lesser meadow katydid	2.84	2.84		FCM	BR	GD	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Hemiptera	Reduviidae	Triatoma	delpontei		Assassin bug	2.90	2.90	44.00	FCM	TS	HS	Bargues, M.D., D.R. Klisiowicz, F. Panzera, F. Noireau, A. Marcilla, R. Perez, M.G. Rojas, J.E. O'Connor, F. Gonzalez-Candelas, C. Galvao, J. Jurberg, R.U. Carcavallo, J.P. Dujardin, and S. Mas-Coma (2006). Origin and phylogeography of the Chagas disease	
Arthropoda	Hexapoda	Insecta	Mantodea	Mantidae	Tenodera	aridifolia		Mantis	2.92	2.92		FIA	HE	DM	Koshikawa, S., S. Miyazaki, R. Cornette, T. Matsumoto, and T. Miura (2008). Genome size of termites (Insecta, Dictyoptera, Isoptera) and wood roaches (Insecta, Dictyoptera, Cryptocercidae). Naturwissenschaften 95: 859-867.	
Arthropoda	Hexapoda	Insecta	Archaeognatha	Machilidae	Machilis	distincta		Jumping bristetail	2.93	2.93		FCM	MC	BEP	Gassner, M., T. Dejaco, P. Schonswetter, F. Marec, W. Arthofer, B.C. Schlick-Steiner, and F.M. Steiner (2014). Extensive variation in chromosome number and genome size in sexual and parthenogenetic species of the jumping-bristletail genus Machilis (Archae	
Arthropoda	Hexapoda	Insecta	Phasmida	Phasmatidae	Bacillus	atticus	carius	Stick insect	2.94	2.94	34.00	FCM	MG	MM	Marescalchi, O., V. Scali, and M. Zuccotti (1998). Flow-cytometric analyses of intraspecific genome size variations in Bacillus atticus (Insecta, Phasmatodea). Genome 41: 629-635.	
Arthropoda	Hexapoda	Insecta	Archaeognatha	Machilidae	Machilis	lehnhoferi		Jumping bristetail	2.95	2.95		FCM	MC	BEP	Gassner, M., T. Dejaco, P. Schonswetter, F. Marec, W. Arthofer, B.C. Schlick-Steiner, and F.M. Steiner (2014). Extensive variation in chromosome number and genome size in sexual and parthenogenetic species of the jumping-bristletail genus Machilis (Archae	
Arthropoda	Hexapoda	Insecta	Archaeognatha	Machilidae	Machilis	ticinensis		Jumping bristetail	2.97	2.97		FCM	MC	BEP	Gassner, M., T. Dejaco, P. Schonswetter, F. Marec, W. Arthofer, B.C. Schlick-Steiner, and F.M. Steiner (2014). Extensive variation in chromosome number and genome size in sexual and parthenogenetic species of the jumping-bristletail genus Machilis (Archae	
Arthropoda	Hexapoda	Insecta	Phasmatodea	Pseudophasmatidae	Anisomorpha	buprestoides		Southern two-striped walkingstick	2.97	2.97		FCM	BR	DV	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Blattaria	Blattidae	Blatta	orientalis		Oriental cockroach	3.03	3.03		FD	HE	GD, OM	E.M. Rasch. Unpublished Data	
Arthropoda	Hexapoda	Insecta	Mantodea	Mantidae	Statilia	maculata		Mantis	3.05	3.05		FIA	HE	DM	Koshikawa, S., S. Miyazaki, R. Cornette, T. Matsumoto, and T. Miura (2008). Genome size of termites (Insecta, Dictyoptera, Isoptera) and wood roaches (Insecta, Dictyoptera, Cryptocercidae). Naturwissenschaften 95: 859-867.	
Arthropoda	Hexapoda	Insecta	Thysanura	Lepismatidae	Thermobia	domestica		Firebrat	3.09	3.09		SCF	WB	DM	French, C.K. and J.E. Manning (1980). DNA sequence organization in the Thysanura Thermobia domestica. Journal of Molecular Evolution15: 277-289.	
Arthropoda	Hexapoda	Insecta	Archaeognatha	Machilidae	Machilis	hrabei		Jumping bristetail	3.13	3.13		FCM	MC	BEP	Gassner, M., T. Dejaco, P. Schonswetter, F. Marec, W. Arthofer, B.C. Schlick-Steiner, and F.M. Steiner (2014). Extensive variation in chromosome number and genome size in sexual and parthenogenetic species of the jumping-bristletail genus Machilis (Archae	
Arthropoda	Hexapoda	Insecta	Coleoptera	Curculionidae	Aramigus	tessellatus		Weevil	3.32	3.32		FCM	BR	GD	Normark, B.B. (1996). Polyploidy of parthenogenetic Aramigus tessellatus (Say) (Coleoptera: Curculionidae). Coleopterists Bulletin 50: 73-79.	
Arthropoda	Hexapoda	Insecta	Mantodea	Mantidae	Litaneutria	sp.		Praying mantis	3.32	3.32		FCM	BR	DV	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Blattaria	Blaberidae	Blaberus	fuscus		Cockroach	3.36	3.36		FD	S	MD	Bier, K. and W. Müller (1969). DNA-Messungen bei Insekten und eine Hypothese über retardierte Evolution und besonderen DNA-Reichtum in Tierreich. Biologisches Zentralblatt 88: 425-449.	
Arthropoda	Hexapoda	Insecta	Blattodea	Blattidae	Periplaneta	americana		American cockroach	3.41	3.41		FCM	BR	DV	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
